FIPS Code,State/Area,Year,Month,Civilian_Noninst_Pop,Labor_Force,Employed,Unemployed,Unemployment_Rate
54,West Virginia,2002,11,"1,430,234","796,306","743,992","52,314",6.6
55,Wisconsin,2002,11,"4,187,575","3,028,698","2,867,607","161,091",5.3
56,Wyoming,2002,11,"380,830","270,700","259,405","11,295",4.2
1,Alabama,2002,12,"3,412,910","2,120,743","1,996,169","124,574",5.9
2,Alaska,2002,12,"455,741","330,077","305,512","24,565",7.4
4,Arizona,2002,12,"4,115,824","2,702,525","2,539,424","163,101",6
5,Arkansas,2002,12,"2,060,635","1,279,487","1,210,881","68,606",5.4
6,California,2002,12,"26,044,606","17,259,702","16,072,079","1,187,623",6.9
37,Los Angeles County,2002,12,"7,252,385","4,740,471","4,419,310","321,161",6.8
8,Colorado,2002,12,"3,429,650","2,459,550","2,317,145","142,405",5.8
9,Connecticut,2002,12,"2,642,420","1,786,393","1,694,632","91,761",5.1
10,Delaware,2002,12,"617,498","413,430","395,638","17,792",4.3
11,District of Columbia,2002,12,"461,531","306,942","285,518","21,424",7
12,Florida,2002,12,"13,113,801","8,089,532","7,707,195","382,337",4.7
13,Georgia,2002,12,"6,406,507","4,376,391","4,144,964","231,427",5.3
15,Hawaii,2002,12,"918,142","600,976","579,036","21,940",3.7
16,Idaho,2002,12,"997,058","688,330","650,391","37,939",5.5
17,Illinois,2002,12,"9,493,053","6,293,961","5,876,027","417,934",6.6
18,Indiana,2002,12,"4,672,749","3,163,872","3,007,178","156,694",5
19,Iowa,2002,12,"2,250,292","1,625,147","1,558,284","66,863",4.1
20,Kansas,2002,12,"2,035,183","1,428,762","1,355,925","72,837",5.1
21,Kentucky,2002,12,"3,142,981","1,951,266","1,835,308","115,958",5.9
22,Louisiana,2002,12,"3,318,446","2,017,967","1,896,200","121,767",6
23,Maine,2002,12,"1,021,339","681,961","648,763","33,198",4.9
24,Maryland,2002,12,"4,132,076","2,867,840","2,734,613","133,227",4.6
25,Massachusetts,2002,12,"5,019,466","3,432,610","3,242,442","190,168",5.5
26,Michigan,2002,12,"7,646,000","5,020,290","4,702,396","317,894",6.3
27,Minnesota,2002,12,"3,842,000","2,881,762","2,754,830","126,932",4.4
28,Mississippi,2002,12,"2,116,412","1,295,935","1,213,122","82,813",6.4
29,Missouri,2002,12,"4,328,401","2,977,790","2,818,837","158,953",5.3
30,Montana,2002,12,"703,932","468,847","447,631","21,216",4.5
31,Nebraska,2002,12,"1,303,218","960,489","924,626","35,863",3.7
32,Nevada,2002,12,"1,660,229","1,139,620","1,077,130","62,490",5.5
33,New Hampshire,2002,12,"986,897","706,267","673,609","32,658",4.6
34,New Jersey,2002,12,"6,556,983","4,347,659","4,089,383","258,276",5.9
35,New Mexico,2002,12,"1,382,249","872,538","824,239","48,299",5.5
36,New York,2002,12,"14,783,425","9,318,783","8,737,938","580,845",6.2
51000,New York city,2002,12,"6,298,233","3,720,991","3,412,427","308,564",8.3
37,North Carolina,2002,12,"6,324,038","4,191,631","3,906,217","285,414",6.8
38,North Dakota,2002,12,"485,090","343,702","331,857","11,845",3.4
39,Ohio,2002,12,"8,732,536","5,848,913","5,501,775","347,138",5.9
40,Oklahoma,2002,12,"2,619,600","1,682,720","1,599,750","82,970",4.9
41,Oregon,2002,12,"2,738,585","1,841,458","1,703,299","138,159",7.5
42,Pennsylvania,2002,12,"9,584,675","6,180,604","5,827,257","353,347",5.7
44,Rhode Island,2002,12,"831,611","559,341","527,524","31,817",5.7
45,South Carolina,2002,12,"3,115,568","1,976,735","1,842,271","134,464",6.8
46,South Dakota,2002,12,"573,574","418,758","405,317","13,441",3.2
47,Tennessee,2002,12,"4,468,035","2,911,657","2,767,381","144,276",5
48,Texas,2002,12,"15,910,931","10,836,094","10,123,165","712,929",6.6
49,Utah,2002,12,"1,671,298","1,187,177","1,117,801","69,376",5.8
50,Vermont,2002,12,"485,718","345,139","330,307","14,832",4.3
51,Virginia,2002,12,"5,484,530","3,757,075","3,593,715","163,360",4.3
53,Washington,2002,12,"4,630,181","3,116,864","2,893,327","223,537",7.2
54,West Virginia,2002,12,"1,430,462","795,339","742,609","52,730",6.6
55,Wisconsin,2002,12,"4,190,712","3,033,987","2,869,859","164,128",5.4
56,Wyoming,2002,12,"381,063","271,097","259,410","11,687",4.3
1,Alabama,2003,1,"3,414,396","2,121,823","1,997,102","124,721",5.9
2,Alaska,2003,1,"456,362","330,628","305,820","24,808",7.5
4,Arizona,2003,1,"4,124,592","2,703,900","2,542,108","161,792",6
5,Arkansas,2003,1,"2,061,880","1,278,953","1,209,257","69,696",5.4
6,California,2003,1,"26,072,135","17,257,209","16,065,489","1,191,720",6.9
37,Los Angeles County,2003,1,"7,258,387","4,738,998","4,415,953","323,045",6.8
8,Colorado,2003,1,"3,433,355","2,463,721","2,318,615","145,106",5.9
9,Connecticut,2003,1,"2,644,003","1,786,460","1,693,003","93,457",5.2
10,Delaware,2003,1,"618,270","412,823","394,645","18,178",4.4
11,District of Columbia,2003,1,"461,472","307,188","285,534","21,654",7
12,Florida,2003,1,"13,133,514","8,090,994","7,711,130","379,864",4.7
13,Georgia,2003,1,"6,415,943","4,383,758","4,151,643","232,115",5.3
15,Hawaii,2003,1,"918,710","601,347","579,331","22,016",3.7
16,Idaho,2003,1,"998,526","689,165","650,994","38,171",5.5
17,Illinois,2003,1,"9,497,119","6,290,665","5,872,615","418,050",6.6
18,Indiana,2003,1,"4,675,288","3,165,387","3,008,223","157,164",5
19,Iowa,2003,1,"2,250,711","1,621,262","1,553,269","67,993",4.2
20,Kansas,2003,1,"2,036,212","1,429,715","1,356,442","73,273",5.1
21,Kentucky,2003,1,"3,145,239","1,953,079","1,835,364","117,715",6
22,Louisiana,2003,1,"3,319,932","2,020,780","1,897,054","123,726",6.1
23,Maine,2003,1,"1,022,204","682,795","648,641","34,154",5
24,Maryland,2003,1,"4,136,125","2,869,408","2,734,262","135,146",4.7
25,Massachusetts,2003,1,"5,021,081","3,426,342","3,234,426","191,916",5.6
26,Michigan,2003,1,"7,649,678","5,022,005","4,693,211","328,794",6.5
27,Minnesota,2003,1,"3,844,875","2,883,046","2,754,332","128,714",4.5
28,Mississippi,2003,1,"2,117,100","1,296,920","1,214,017","82,903",6.4
29,Missouri,2003,1,"4,331,112","2,977,841","2,817,329","160,512",5.4
30,Montana,2003,1,"704,588","469,189","447,718","21,471",4.6
31,Nebraska,2003,1,"1,303,840","962,142","925,697","36,445",3.8
32,Nevada,2003,1,"1,664,718","1,140,824","1,078,469","62,355",5.5
33,New Hampshire,2003,1,"987,888","706,325","674,118","32,207",4.6
34,New Jersey,2003,1,"6,559,876","4,345,192","4,087,182","258,010",5.9
35,New Mexico,2003,1,"1,383,819","873,471","824,651","48,820",5.6
36,New York,2003,1,"14,791,079","9,315,785","8,730,879","584,906",6.3
51000,New York city,2003,1,"6,301,704","3,717,970","3,407,428","310,542",8.4
37,North Carolina,2003,1,"6,330,162","4,241,568","3,954,671","286,897",6.8
38,North Dakota,2003,1,"485,108","343,950","332,079","11,871",3.5
39,Ohio,2003,1,"8,735,841","5,859,072","5,505,111","353,961",6
40,Oklahoma,2003,1,"2,620,758","1,683,263","1,598,051","85,212",5.1
41,Oregon,2003,1,"2,741,263","1,842,347","1,701,450","140,897",7.6
42,Pennsylvania,2003,1,"9,588,389","6,168,386","5,812,280","356,106",5.8
44,Rhode Island,2003,1,"832,106","560,658","528,706","31,952",5.7
45,South Carolina,2003,1,"3,118,375","1,980,591","1,844,461","136,130",6.9
46,South Dakota,2003,1,"573,953","419,064","405,409","13,655",3.3
47,Tennessee,2003,1,"4,471,905","2,910,775","2,763,203","147,572",5.1
48,Texas,2003,1,"15,933,096","10,852,761","10,130,478","722,283",6.7
49,Utah,2003,1,"1,673,900","1,187,935","1,118,968","68,967",5.8
50,Vermont,2003,1,"486,043","345,314","330,207","15,107",4.4
51,Virginia,2003,1,"5,489,117","3,758,558","3,594,457","164,101",4.4
53,Washington,2003,1,"4,634,614","3,118,244","2,893,139","225,105",7.2
54,West Virginia,2003,1,"1,430,662","794,434","741,370","53,064",6.7
55,Wisconsin,2003,1,"4,193,845","3,039,340","2,871,983","167,357",5.5
56,Wyoming,2003,1,"381,254","271,487","259,482","12,005",4.4
1,Alabama,2003,2,"3,414,778","2,123,538","1,998,284","125,254",5.9
2,Alaska,2003,2,"456,807","331,210","306,142","25,068",7.6
4,Arizona,2003,2,"4,132,450","2,707,087","2,546,216","160,871",5.9
5,Arkansas,2003,2,"2,062,580","1,278,812","1,207,914","70,898",5.5
6,California,2003,2,"26,094,053","17,260,877","16,065,354","1,195,523",6.9
37,Los Angeles County,2003,2,"7,263,738","4,739,584","4,414,316","325,268",6.9
8,Colorado,2003,2,"3,436,189","2,469,409","2,321,211","148,198",6
9,Connecticut,2003,2,"2,644,968","1,786,818","1,691,836","94,982",5.3
10,Delaware,2003,2,"618,854","412,703","394,190","18,513",4.5
11,District of Columbia,2003,2,"461,211","307,752","285,839","21,913",7.1
12,Florida,2003,2,"13,150,127","8,093,533","7,715,910","377,623",4.7
13,Georgia,2003,2,"6,423,477","4,392,942","4,159,791","233,151",5.3
15,Hawaii,2003,2,"918,969","601,953","579,595","22,358",3.7
16,Idaho,2003,2,"999,754","690,153","651,733","38,420",5.6
17,Illinois,2003,2,"9,498,837","6,291,417","5,873,456","417,961",6.6
18,Indiana,2003,2,"4,676,608","3,168,763","3,010,266","158,497",5
19,Iowa,2003,2,"2,250,583","1,617,184","1,547,884","69,300",4.3
20,Kansas,2003,2,"2,036,703","1,431,658","1,357,353","74,305",5.2
21,Kentucky,2003,2,"3,146,771","1,955,720","1,836,063","119,657",6.1
22,Louisiana,2003,2,"3,320,353","2,024,386","1,898,235","126,151",6.2
23,Maine,2003,2,"1,022,832","683,619","648,651","34,968",5.1
24,Maryland,2003,2,"4,139,046","2,873,220","2,735,901","137,319",4.8
25,Massachusetts,2003,2,"5,021,549","3,421,546","3,227,814","193,732",5.7
26,Michigan,2003,2,"7,651,421","5,026,534","4,686,189","340,345",6.8
27,Minnesota,2003,2,"3,846,805","2,886,146","2,755,130","131,016",4.5
28,Mississippi,2003,2,"2,117,143","1,298,228","1,215,235","82,993",6.4
29,Missouri,2003,2,"4,332,750","2,979,689","2,817,042","162,647",5.5
30,Montana,2003,2,"705,108","469,389","447,712","21,677",4.6
31,Nebraska,2003,2,"1,304,155","963,983","926,878","37,105",3.8
32,Nevada,2003,2,"1,668,826","1,142,496","1,080,294","62,202",5.4
33,New Hampshire,2003,2,"988,739","706,553","674,794","31,759",4.5
34,New Jersey,2003,2,"6,561,309","4,343,809","4,086,276","257,533",5.9
35,New Mexico,2003,2,"1,385,188","874,696","825,275","49,421",5.7
36,New York,2003,2,"14,795,140","9,314,431","8,726,174","588,257",6.3
51000,New York city,2003,2,"6,304,524","3,715,386","3,404,304","311,082",8.4
37,North Carolina,2003,2,"6,334,657","4,267,936","3,979,346","288,590",6.8
38,North Dakota,2003,2,"485,012","344,287","332,403","11,884",3.5
39,Ohio,2003,2,"8,737,003","5,870,822","5,509,218","361,604",6.2
40,Oklahoma,2003,2,"2,621,249","1,684,854","1,597,145","87,709",5.2
41,Oregon,2003,2,"2,743,343","1,843,851","1,699,566","144,285",7.8
42,Pennsylvania,2003,2,"9,589,850","6,159,680","5,802,424","357,256",5.8
44,Rhode Island,2003,2,"832,447","561,835","529,842","31,993",5.7
45,South Carolina,2003,2,"3,120,346","1,984,829","1,847,031","137,798",6.9
46,South Dakota,2003,2,"574,212","419,559","405,668","13,891",3.3
47,Tennessee,2003,2,"4,474,672","2,911,211","2,759,640","151,571",5.2
48,Texas,2003,2,"15,951,655","10,873,455","10,141,790","731,665",6.7
49,Utah,2003,2,"1,676,103","1,189,174","1,120,709","68,465",5.8
50,Vermont,2003,2,"486,328","345,555","330,229","15,326",4.4
51,Virginia,2003,2,"5,492,366","3,760,778","3,595,995","164,783",4.4
53,Washington,2003,2,"4,637,971","3,120,445","2,893,714","226,731",7.3
54,West Virginia,2003,2,"1,430,582","793,737","740,435","53,302",6.7
55,Wisconsin,2003,2,"4,195,995","3,044,768","2,874,343","170,425",5.6
56,Wyoming,2003,2,"381,432","271,871","259,674","12,197",4.5
1,Alabama,2003,3,"3,415,165","2,125,759","1,999,675","126,084",5.9
2,Alaska,2003,3,"457,242","331,713","306,393","25,320",7.6
4,Arizona,2003,3,"4,140,103","2,711,777","2,551,211","160,566",5.9
5,Arkansas,2003,3,"2,063,221","1,279,094","1,206,946","72,148",5.6
6,California,2003,3,"26,113,712","17,269,010","16,069,800","1,199,210",6.9
37,Los Angeles County,2003,3,"7,269,321","4,741,813","4,414,087","327,726",6.9
8,Colorado,2003,3,"3,438,934","2,476,117","2,324,818","151,299",6.1
9,Connecticut,2003,3,"2,645,875","1,787,321","1,690,969","96,352",5.4
10,Delaware,2003,3,"619,442","413,055","394,290","18,765",4.5
11,District of Columbia,2003,3,"460,940","308,418","286,238","22,180",7.2
12,Florida,2003,3,"13,165,982","8,096,655","7,721,190","375,465",4.6
13,Georgia,2003,3,"6,430,745","4,402,771","4,168,351","234,420",5.3
15,Hawaii,2003,3,"919,140","602,598","579,724","22,874",3.8
16,Idaho,2003,3,"1,000,990","691,062","652,351","38,711",5.6
17,Illinois,2003,3,"9,500,180","6,296,371","5,877,884","418,487",6.6
18,Indiana,2003,3,"4,677,936","3,173,810","3,012,924","160,886",5.1
19,Iowa,2003,3,"2,250,457","1,613,222","1,542,602","70,620",4.4
20,Kansas,2003,3,"2,037,190","1,434,427","1,358,496","75,931",5.3
21,Kentucky,2003,3,"3,148,265","1,959,031","1,837,422","121,609",6.2
22,Louisiana,2003,3,"3,320,700","2,027,988","1,898,999","128,989",6.4
23,Maine,2003,3,"1,023,474","684,207","648,663","35,544",5.2
24,Maryland,2003,3,"4,141,769","2,877,933","2,738,709","139,224",4.8
25,Massachusetts,2003,3,"5,021,914","3,418,751","3,223,170","195,581",5.7
26,Michigan,2003,3,"7,653,059","5,032,775","4,681,665","351,110",7
27,Minnesota,2003,3,"3,848,728","2,890,205","2,756,587","133,618",4.6
28,Mississippi,2003,3,"2,117,085","1,300,092","1,216,916","83,176",6.4
29,Missouri,2003,3,"4,334,368","2,982,773","2,817,521","165,252",5.5
30,Montana,2003,3,"705,616","469,459","447,617","21,842",4.7
31,Nebraska,2003,3,"1,304,463","965,709","927,963","37,746",3.9
32,Nevada,2003,3,"1,672,836","1,144,406","1,082,404","62,002",5.4
33,New Hampshire,2003,3,"989,563","707,050","675,577","31,473",4.5
34,New Jersey,2003,3,"6,562,361","4,343,670","4,086,303","257,367",5.9
35,New Mexico,2003,3,"1,386,327","876,127","826,028","50,099",5.7
36,New York,2003,3,"14,798,377","9,312,793","8,721,904","590,889",6.3
51000,New York city,2003,3,"6,307,641","3,713,282","3,402,767","310,515",8.4
37,North Carolina,2003,3,"6,338,920","4,282,717","3,992,020","290,697",6.8
38,North Dakota,2003,3,"484,898","344,718","332,815","11,903",3.5
39,Ohio,2003,3,"8,738,069","5,881,930","5,513,335","368,595",6.3
40,Oklahoma,2003,3,"2,621,697","1,686,997","1,596,735","90,262",5.4
41,Oregon,2003,3,"2,745,383","1,845,493","1,697,569","147,924",8
42,Pennsylvania,2003,3,"9,591,186","6,154,613","5,797,686","356,927",5.8
44,Rhode Island,2003,3,"832,765","562,696","530,704","31,992",5.7
45,South Carolina,2003,3,"3,122,181","1,989,137","1,849,451","139,686",7
46,South Dakota,2003,3,"574,445","420,182","406,051","14,131",3.4
47,Tennessee,2003,3,"4,477,375","2,911,978","2,756,243","155,735",5.3
48,Texas,2003,3,"15,968,829","10,895,560","10,155,181","740,379",6.8
49,Utah,2003,3,"1,678,267","1,190,721","1,122,826","67,895",5.7
50,Vermont,2003,3,"486,559","345,800","330,347","15,453",4.5
51,Virginia,2003,3,"5,495,405","3,763,269","3,598,178","165,091",4.4
53,Washington,2003,3,"4,641,204","3,123,196","2,894,938","228,258",7.3
54,West Virginia,2003,3,"1,430,480","793,272","739,820","53,452",6.7
55,Wisconsin,2003,3,"4,198,093","3,049,303","2,876,330","172,973",5.7
56,Wyoming,2003,3,"381,562","272,209","259,961","12,248",4.5
1,Alabama,2003,4,"3,415,998","2,127,689","2,000,568","127,121",6
2,Alaska,2003,4,"457,783","332,007","306,473","25,534",7.7
4,Arizona,2003,4,"4,148,283","2,717,061","2,556,062","160,999",5.9
5,Arkansas,2003,4,"2,064,161","1,279,520","1,206,122","73,398",5.7
6,California,2003,4,"26,137,633","17,276,048","16,072,953","1,203,095",7
37,Los Angeles County,2003,4,"7,275,188","4,744,147","4,413,713","330,434",7
8,Colorado,2003,4,"3,442,163","2,482,465","2,328,555","153,910",6.2
9,Connecticut,2003,4,"2,647,132","1,787,410","1,689,813","97,597",5.5
10,Delaware,2003,4,"620,089","413,703","394,764","18,939",4.6
11,District of Columbia,2003,4,"460,751","308,932","286,494","22,438",7.3
12,Florida,2003,4,"13,183,724","8,099,233","7,725,653","373,580",4.6
13,Georgia,2003,4,"6,438,979","4,411,122","4,175,537","235,585",5.3
15,Hawaii,2003,4,"919,533","603,039","579,580","23,459",3.9
16,Idaho,2003,4,"1,002,322","691,574","652,536","39,038",5.6
17,Illinois,2003,4,"9,502,880","6,303,732","5,882,376","421,356",6.7
18,Indiana,2003,4,"4,679,781","3,178,702","3,014,768","163,934",5.2
19,Iowa,2003,4,"2,250,596","1,609,268","1,537,462","71,806",4.5
20,Kansas,2003,4,"2,037,898","1,437,328","1,359,347","77,981",5.4
21,Kentucky,2003,4,"3,150,164","1,962,327","1,838,964","123,363",6.3
22,Louisiana,2003,4,"3,321,512","2,030,239","1,898,379","131,860",6.5
23,Maine,2003,4,"1,024,226","684,459","648,585","35,874",5.2
24,Maryland,2003,4,"4,145,133","2,881,713","2,741,220","140,493",4.9
25,Massachusetts,2003,4,"5,022,946","3,417,530","3,220,113","197,417",5.8
26,Michigan,2003,4,"7,655,628","5,038,479","4,678,151","360,328",7.2
27,Minnesota,2003,4,"3,851,087","2,893,808","2,757,485","136,323",4.7
28,Mississippi,2003,4,"2,117,354","1,302,002","1,218,670","83,332",6.4
29,Missouri,2003,4,"4,336,500","2,985,771","2,817,464","168,307",5.6
30,Montana,2003,4,"706,169","469,443","447,423","22,020",4.7
31,Nebraska,2003,4,"1,304,918","966,889","928,577","38,312",4
32,Nevada,2003,4,"1,677,090","1,146,247","1,084,395","61,852",5.4
33,New Hampshire,2003,4,"990,493","707,646","676,210","31,436",4.4
34,New Jersey,2003,4,"6,564,397","4,343,742","4,085,977","257,765",5.9
35,New Mexico,2003,4,"1,387,741","877,542","826,643","50,899",5.8
36,New York,2003,4,"14,803,853","9,307,352","8,713,651","593,701",6.4
51000,New York city,2003,4,"6,310,994","3,710,944","3,401,028","309,916",8.4
37,North Carolina,2003,4,"6,344,047","4,290,346","3,997,097","293,249",6.8
38,North Dakota,2003,4,"484,847","345,191","333,238","11,953",3.5
39,Ohio,2003,4,"8,740,208","5,888,502","5,514,713","373,789",6.3
40,Oklahoma,2003,4,"2,622,439","1,688,823","1,596,225","92,598",5.5
41,Oregon,2003,4,"2,747,730","1,846,465","1,695,149","151,316",8.2
42,Pennsylvania,2003,4,"9,593,671","6,151,610","5,795,712","355,898",5.8
44,Rhode Island,2003,4,"833,197","563,002","531,074","31,928",5.7
45,South Carolina,2003,4,"3,124,461","1,992,972","1,851,119","141,853",7.1
46,South Dakota,2003,4,"574,737","420,765","406,384","14,381",3.4
47,Tennessee,2003,4,"4,480,603","2,911,558","2,751,937","159,621",5.5
48,Texas,2003,4,"15,988,591","10,914,382","10,166,243","748,139",6.9
49,Utah,2003,4,"1,680,654","1,192,248","1,124,891","67,357",5.6
50,Vermont,2003,4,"486,858","345,952","330,449","15,503",4.5
51,Virginia,2003,4,"5,499,170","3,765,173","3,600,147","165,026",4.4
53,Washington,2003,4,"4,645,066","3,125,925","2,896,270","229,655",7.3
54,West Virginia,2003,4,"1,430,568","792,908","739,378","53,530",6.8
55,Wisconsin,2003,4,"4,200,667","3,051,560","2,876,683","174,877",5.7
56,Wyoming,2003,4,"381,725","272,451","260,258","12,193",4.5
1,Alabama,2003,5,"3,417,808","2,128,612","2,000,426","128,186",6
2,Alaska,2003,5,"458,416","332,068","306,377","25,691",7.7
4,Arizona,2003,5,"4,157,421","2,722,263","2,560,450","161,813",5.9
5,Arkansas,2003,5,"2,065,680","1,279,954","1,205,338","74,616",5.8
6,California,2003,5,"26,166,389","17,277,573","16,070,128","1,207,445",7
37,Los Angeles County,2003,5,"7,280,777","4,744,639","4,411,077","333,562",7
8,Colorado,2003,5,"3,446,297","2,487,392","2,331,724","155,668",6.3
9,Connecticut,2003,5,"2,649,006","1,786,680","1,687,977","98,703",5.5
10,Delaware,2003,5,"620,936","414,471","395,441","19,030",4.6
11,District of Columbia,2003,5,"460,691","309,174","286,508","22,666",7.3
12,Florida,2003,5,"13,204,215","8,101,013","7,729,028","371,985",4.6
13,Georgia,2003,5,"6,449,263","4,416,278","4,180,089","236,189",5.3
15,Hawaii,2003,5,"920,043","603,185","579,162","24,023",4
16,Idaho,2003,5,"1,003,977","691,579","652,227","39,352",5.7
17,Illinois,2003,5,"9,508,070","6,310,771","5,884,178","426,593",6.8
18,Indiana,2003,5,"4,683,141","3,181,578","3,014,778","166,800",5.2
19,Iowa,2003,5,"2,251,443","1,605,585","1,532,841","72,744",4.5
20,Kansas,2003,5,"2,039,274","1,439,617","1,359,507","80,110",5.6
21,Kentucky,2003,5,"3,153,011","1,965,019","1,840,231","124,788",6.4
22,Louisiana,2003,5,"3,323,414","2,030,426","1,896,284","134,142",6.6
23,Maine,2003,5,"1,025,280","684,413","648,376","36,037",5.3
24,Maryland,2003,5,"4,149,472","2,883,328","2,742,266","141,062",4.9
25,Massachusetts,2003,5,"5,025,332","3,417,015","3,217,898","199,117",5.8
26,Michigan,2003,5,"7,660,435","5,041,951","4,673,980","367,971",7.3
27,Minnesota,2003,5,"3,854,699","2,895,878","2,756,921","138,957",4.8
28,Mississippi,2003,5,"2,118,291","1,303,461","1,220,150","83,311",6.4
29,Missouri,2003,5,"4,339,886","2,987,377","2,815,900","171,477",5.7
30,Montana,2003,5,"706,947","469,424","447,206","22,218",4.7
31,Nebraska,2003,5,"1,305,813","967,308","928,510","38,798",4
32,Nevada,2003,5,"1,681,640","1,147,822","1,086,007","61,815",5.4
33,New Hampshire,2003,5,"991,693","708,115","676,477","31,638",4.5
34,New Jersey,2003,5,"6,567,824","4,343,145","4,084,554","258,591",6
35,New Mexico,2003,5,"1,389,410","878,786","826,965","51,821",5.9
36,New York,2003,5,"14,812,779","9,296,497","8,699,109","597,388",6.4
51000,New York city,2003,5,"6,314,066","3,707,827","3,397,724","310,103",8.4
37,North Carolina,2003,5,"6,350,918","4,292,857","3,997,084","295,773",6.9
38,North Dakota,2003,5,"484,999","345,689","333,663","12,026",3.5
39,Ohio,2003,5,"8,744,855","5,887,473","5,511,232","376,241",6.4
40,Oklahoma,2003,5,"2,623,999","1,689,767","1,595,331","94,436",5.6
41,Oregon,2003,5,"2,750,824","1,846,543","1,692,712","153,831",8.3
42,Pennsylvania,2003,5,"9,598,714","6,149,152","5,794,052","355,100",5.8
44,Rhode Island,2003,5,"833,861","562,647","530,878","31,769",5.6
45,South Carolina,2003,5,"3,127,605","1,996,123","1,851,811","144,312",7.2
46,South Dakota,2003,5,"575,272","421,147","406,517","14,630",3.5
47,Tennessee,2003,5,"4,485,189","2,909,176","2,746,286","162,890",5.6
48,Texas,2003,5,"16,012,098","10,925,861","10,171,387","754,474",6.9
49,Utah,2003,5,"1,683,758","1,193,559","1,126,613","66,946",5.6
50,Vermont,2003,5,"487,311","345,974","330,456","15,518",4.5
51,Virginia,2003,5,"5,504,445","3,766,108","3,601,264","164,844",4.4
53,Washington,2003,5,"4,650,109","3,128,353","2,897,598","230,755",7.4
54,West Virginia,2003,5,"1,431,022","792,489","738,969","53,520",6.8
55,Wisconsin,2003,5,"4,204,541","3,050,805","2,874,680","176,125",5.8
56,Wyoming,2003,5,"382,030","272,567","260,498","12,069",4.4
1,Alabama,2003,6,"3,419,291","2,128,804","1,999,701","129,103",6.1
2,Alaska,2003,6,"459,028","332,043","306,239","25,804",7.8
4,Arizona,2003,6,"4,166,328","2,727,006","2,564,885","162,121",5.9
5,Arkansas,2003,6,"2,066,999","1,280,646","1,204,963","75,683",5.9
6,California,2003,6,"26,194,176","17,275,195","16,063,917","1,211,278",7
37,Los Angeles County,2003,6,"7,286,371","4,742,709","4,405,791","336,918",7.1
8,Colorado,2003,6,"3,450,142","2,491,025","2,334,532","156,493",6.3
9,Connecticut,2003,6,"2,650,723","1,785,544","1,685,978","99,566",5.6
10,Delaware,2003,6,"621,700","415,324","396,290","19,034",4.6
11,District of Columbia,2003,6,"460,582","309,276","286,430","22,846",7.4
12,Florida,2003,6,"13,224,481","8,104,217","7,734,089","370,128",4.6
13,Georgia,2003,6,"6,458,596","4,418,916","4,183,266","235,650",5.3
15,Hawaii,2003,6,"920,534","603,222","578,749","24,473",4.1
16,Idaho,2003,6,"1,005,541","691,330","651,775","39,555",5.7
17,Illinois,2003,6,"9,512,364","6,316,222","5,883,562","432,660",6.8
18,Indiana,2003,6,"4,685,927","3,181,931","3,013,693","168,238",5.3
19,Iowa,2003,6,"2,252,059","1,602,990","1,529,681","73,309",4.6
20,Kansas,2003,6,"2,040,395","1,441,198","1,359,313","81,885",5.7
21,Kentucky,2003,6,"3,155,471","1,967,061","1,841,327","125,734",6.4
22,Louisiana,2003,6,"3,324,821","2,028,933","1,893,949","134,984",6.7
23,Maine,2003,6,"1,026,241","684,333","648,247","36,086",5.3
24,Maryland,2003,6,"4,153,573","2,883,042","2,742,191","140,851",4.9
25,Massachusetts,2003,6,"5,027,336","3,417,145","3,216,757","200,388",5.9
26,Michigan,2003,6,"7,664,493","5,043,417","4,669,927","373,490",7.4
27,Minnesota,2003,6,"3,857,860","2,896,560","2,755,275","141,285",4.9
28,Mississippi,2003,6,"2,118,933","1,304,538","1,221,716","82,822",6.3
29,Missouri,2003,6,"4,342,876","2,987,369","2,813,329","174,040",5.8
30,Montana,2003,6,"707,670","469,560","447,142","22,418",4.8
31,Nebraska,2003,6,"1,306,572","967,242","928,079","39,163",4
32,Nevada,2003,6,"1,686,175","1,149,241","1,087,432","61,809",5.4
33,New Hampshire,2003,6,"992,830","708,502","676,544","31,958",4.5
34,New Jersey,2003,6,"6,570,999","4,342,314","4,083,150","259,164",6
35,New Mexico,2003,6,"1,391,050","879,944","827,182","52,762",6
36,New York,2003,6,"14,820,704","9,283,664","8,682,191","601,473",6.5
51000,New York city,2003,6,"6,317,158","3,705,063","3,394,238","310,825",8.4
37,North Carolina,2003,6,"6,357,263","4,292,764","3,995,247","297,517",6.9
38,North Dakota,2003,6,"485,054","346,291","334,185","12,106",3.5
39,Ohio,2003,6,"8,748,623","5,879,773","5,504,397","375,376",6.4
40,Oklahoma,2003,6,"2,625,260","1,689,877","1,594,367","95,510",5.7
41,Oregon,2003,6,"2,753,736","1,846,252","1,691,406","154,846",8.4
42,Pennsylvania,2003,6,"9,603,140","6,147,708","5,793,050","354,658",5.8
44,Rhode Island,2003,6,"834,450","561,802","530,275","31,527",5.6
45,South Carolina,2003,6,"3,130,457","1,998,903","1,852,154","146,749",7.3
46,South Dakota,2003,6,"575,696","421,372","406,517","14,855",3.5
47,Tennessee,2003,6,"4,489,233","2,905,614","2,740,213","165,401",5.7
48,Texas,2003,6,"16,034,567","10,929,937","10,172,062","757,875",6.9
49,Utah,2003,6,"1,686,441","1,194,843","1,128,161","66,682",5.6
50,Vermont,2003,6,"487,704","345,951","330,455","15,496",4.5
